BuildingClass,StreetSize,LotArea,BuildingType,OverallCondition,YearRemodeled,LivingAreaSize,Bathroom,Bedroom,Kitchen,TotalRooms,Fireplaces,GarageCars,GarageArea,SaleCondition,SalePrice
50.0,,15660.0,1Family,9.0,2006.0,1954.0,1.0,3.0,1.0,8.0,2.0,2.0,431.0,Normal,311500
120.0,43.0,3010.0,Townhouse,5.0,2006.0,1248.0,2.0,2.0,1.0,5.0,0.0,2.0,438.0,Partial,167240
20.0,73.0,8990.0,1Family,5.0,2006.0,1498.0,2.0,2.0,1.0,5.0,0.0,2.0,675.0,Partial,204900
60.0,,8068.0,,5.0,2002.0,2267.0,2.0,4.0,1.0,8.0,1.0,2.0,390.0,Normal,200000
60.0,85.0,11475.0,1Family,6.0,1975.0,1552.0,2.0,,1.0,6.0,,2.0,434.0,Normal,179900
20.0,70.0,10500.0,1Family,6.0,1971.0,864.0,1.0,2.0,1.0,4.0,0.0,2.0,576.0,Abnormal,97000
20.0,103.0,13472.0,1Family,5.0,2003.0,2392.0,2.0,3.0,1.0,8.0,1.0,3.0,968.0,Normal,386250
160.0,21.0,1680.0,Townhouse,5.0,1971.0,1302.0,2.0,3.0,1.0,6.0,0.0,1.0,280.0,Abnormal,112000
60.0,82.0,9950.0,1Family,5.0,1995.0,2520.0,2.0,4.0,1.0,9.0,1.0,3.0,721.0,Abnormal,290000
160.0,21.0,1869.0,Townhouse,6.0,1970.0,987.0,1.0,2.0,,5.0,0.0,1.0,280.0,Normal,106000
20.0,70.0,8521.0,1Family,5.0,1967.0,912.0,1.0,3.0,1.0,5.0,1.0,1.0,336.0,Normal,125000
120.0,43.0,3182.0,Townhouse,5.0,2006.0,1555.0,2.0,2.0,1.0,7.0,1.0,2.0,430.0,,192500
20.0,73.0,8760.0,1Family,6.0,1959.0,1194.0,1.0,3.0,1.0,6.0,0.0,1.0,312.0,Normal,148000
60.0,174.0,15138.0,1Family,5.0,1996.0,2794.0,2.0,4.0,1.0,9.0,1.0,3.0,810.0,Normal,403000
160.0,21.0,,Townhouse,5.0,1972.0,987.0,1.0,2.0,1.0,5.0,1.0,1.0,,Normal,94500
20.0,75.0,10650.0,1Family,6.0,1976.0,894.0,1.0,3.0,1.0,5.0,0.0,1.0,308.0,,128200
60.0,,7851.0,1Family,5.0,2002.0,1960.0,2.0,4.0,1.0,8.0,2.0,2.0,440.0,Normal,216500
160.0,21.0,1680.0,Townhouse,3.0,1971.0,987.0,1.0,2.0,1.0,5.0,0.0,1.0,264.0,Normal,89500
20.0,65.0,8773.0,1Family,5.0,2004.0,1414.0,2.0,3.0,1.0,6.0,0.0,,494.0,Normal,185500
60.0,,9453.0,1Family,7.0,2003.0,1744.0,2.0,3.0,1.0,7.0,0.0,2.0,,Normal,194500
20.0,93.0,12030.0,1Family,,2007.0,1694.0,2.0,3.0,1.0,7.0,0.0,3.0,,Partial,318000
50.0,52.0,8741.0,1Family,4.0,1950.0,1487.0,1.0,3.0,1.0,7.0,1.0,1.0,220.0,Normal,113000
20.0,75.0,9000.0,1Family,5.0,2008.0,1566.0,,3.0,1.0,7.0,0.0,2.0,750.0,Normal,262500
30.0,40.0,3880.0,1Family,9.0,1997.0,866.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,Normal,110500
50.0,63.0,5000.0,1Family,4.0,,1440.0,1.0,3.0,1.0,6.0,0.0,1.0,,Normal,79000
160.0,75.0,10762.0,Townhouse,6.0,1980.0,1217.0,1.0,3.0,1.0,6.0,1.0,1.0,288.0,Normal,120000
60.0,,8880.0,1Family,5.0,2002.0,2110.0,2.0,,1.0,8.0,2.0,2.0,463.0,Normal,205000
20.0,80.0,10400.0,1Family,5.0,1988.0,1872.0,2.0,3.0,1.0,6.0,1.0,2.0,604.0,Normal,241500
,69.0,9142.0,2Family,8.0,1950.0,1928.0,2.0,4.0,2.0,,0.0,1.0,440.0,Normal,137000
20.0,75.0,11310.0,1Family,5.0,1954.0,1375.0,1.0,2.0,1.0,5.0,,2.0,451.0,Normal,140000
60.0,72.0,11317.0,1Family,5.0,2003.0,1668.0,2.0,3.0,,8.0,0.0,2.0,500.0,Normal,180000
50.0,,159000.0,,7.0,2006.0,2144.0,2.0,4.0,1.0,,2.0,2.0,389.0,Normal,277000
30.0,55.0,5350.0,1Family,2.0,1966.0,1306.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,Normal,76500
120.0,44.0,4750.0,Townhouse,5.0,2007.0,1625.0,2.0,2.0,1.0,5.0,1.0,2.0,538.0,Partial,235000
60.0,65.0,8366.0,1Family,5.0,2004.0,1640.0,2.0,3.0,1.0,6.0,0.0,2.0,520.0,Normal,173000
80.0,85.0,9350.0,1Family,7.0,1991.0,1302.0,2.0,3.0,1.0,7.0,0.0,1.0,309.0,Normal,158000
20.0,70.0,8400.0,1Family,6.0,1957.0,1314.0,1.0,3.0,1.0,5.0,0.0,1.0,294.0,Normal,145000
,66.0,8738.0,1Family,5.0,1999.0,2291.0,2.0,,1.0,8.0,1.0,2.0,429.0,Normal,230000
60.0,,8791.0,1Family,5.0,2003.0,1728.0,2.0,3.0,1.0,7.0,0.0,2.0,673.0,Normal,207500
20.0,68.0,8814.0,1Family,5.0,2006.0,1604.0,2.0,3.0,,,1.0,2.0,660.0,Abnormal,220000
60.0,,12435.0,1Family,5.0,2001.0,1792.0,2.0,,1.0,7.0,1.0,2.0,564.0,Normal,231500
20.0,70.0,12702.0,1Family,5.0,1956.0,882.0,1.0,2.0,1.0,4.0,0.0,1.0,308.0,Normal,97000
80.0,120.0,19296.0,1Family,5.0,1962.0,1382.0,1.0,3.0,,6.0,1.0,2.0,884.0,Normal,176000
60.0,69.0,9588.0,1Family,5.0,2007.0,2574.0,2.0,3.0,1.0,10.0,1.0,3.0,868.0,Partial,276000
80.0,88.0,,1Family,7.0,1995.0,1212.0,1.0,3.0,1.0,6.0,1.0,2.0,492.0,Normal,151000
50.0,50.0,5500.0,1Family,7.0,2001.0,1316.0,1.0,3.0,1.0,6.0,0.0,2.0,484.0,Normal,130000
30.0,30.0,5232.0,1Family,5.0,2004.0,764.0,1.0,2.0,1.0,4.0,0.0,2.0,504.0,Normal,73000
20.0,78.0,12090.0,1Family,6.0,1981.0,1422.0,2.0,3.0,1.0,7.0,1.0,2.0,576.0,Normal,175500
60.0,70.0,11207.0,1Family,5.0,1997.0,1511.0,2.0,3.0,1.0,8.0,1.0,2.0,413.0,Normal,185000
75.0,60.0,8400.0,1Family,8.0,1997.0,2192.0,2.0,4.0,1.0,8.0,1.0,,240.0,Normal,179500
30.0,71.0,6900.0,1Family,6.0,1955.0,778.0,1.0,2.0,1.0,4.0,1.0,1.0,924.0,Normal,120500
20.0,,7917.0,1Family,7.0,1976.0,1113.0,1.0,3.0,1.0,6.0,1.0,1.0,504.0,Normal,148000
60.0,84.0,10728.0,1Family,5.0,2006.0,1939.0,2.0,3.0,1.0,8.0,1.0,3.0,1053.0,Partial,266000
20.0,73.0,39104.0,1Family,7.0,2005.0,1363.0,1.0,2.0,1.0,5.0,2.0,2.0,439.0,Normal,241500
60.0,92.0,11764.0,1Family,7.0,2007.0,2270.0,2.0,4.0,1.0,9.0,1.0,3.0,671.0,Normal,290000
20.0,80.0,9600.0,1Family,6.0,1988.0,1632.0,2.0,3.0,1.0,6.0,1.0,1.0,,Normal,139000
20.0,76.0,8314.0,1Family,7.0,1982.0,816.0,1.0,2.0,1.0,5.0,0.0,1.0,264.0,Normal,124500
50.0,55.0,7264.0,1Family,7.0,2007.0,1548.0,2.0,3.0,1.0,5.0,0.0,2.0,672.0,Normal,205000
20.0,129.0,9196.0,1Family,5.0,2003.0,1560.0,2.0,,1.0,7.0,0.0,2.0,573.0,Normal,201000
20.0,140.0,19138.0,1Family,5.0,1951.0,864.0,1.0,2.0,1.0,4.0,0.0,2.0,400.0,Normal,141000
20.0,107.0,14450.0,1Family,5.0,2007.0,2121.0,2.0,3.0,1.0,8.0,1.0,3.0,732.0,Partial,415298
60.0,83.0,10005.0,1Family,5.0,1977.0,2022.0,,4.0,1.0,8.0,1.0,2.0,505.0,Normal,192000
60.0,82.0,11287.0,1Family,6.0,1989.0,1982.0,2.0,3.0,1.0,7.0,1.0,2.0,575.0,Normal,228500
20.0,60.0,7200.0,1Family,5.0,2006.0,1262.0,2.0,2.0,1.0,5.0,0.0,,572.0,Partial,185000
120.0,34.0,5063.0,Townhouse,5.0,2008.0,1314.0,2.0,2.0,1.0,6.0,1.0,2.0,626.0,Normal,207500
20.0,74.0,,,5.0,,1468.0,2.0,3.0,1.0,6.0,1.0,3.0,898.0,Partial,244600
120.0,50.0,8012.0,Townhouse,5.0,1992.0,1575.0,2.0,2.0,1.0,5.0,0.0,2.0,529.0,Normal,179200
160.0,35.0,4251.0,Townhouse,5.0,2007.0,1250.0,2.0,2.0,1.0,5.0,0.0,2.0,528.0,Partial,164700
50.0,77.0,9786.0,1Family,7.0,1981.0,1734.0,1.0,3.0,1.0,7.0,1.0,2.0,440.0,Normal,159000
20.0,,8125.0,1Family,4.0,1971.0,858.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,Normal,88000
20.0,,9819.0,1Family,5.0,1967.0,900.0,1.0,,1.0,5.0,0.0,1.0,280.0,Normal,122000
70.0,60.0,8730.0,1Family,7.0,2003.0,1396.0,1.0,3.0,,7.0,0.0,1.0,384.0,Normal,153575
60.0,120.0,15611.0,1Family,5.0,2006.0,1919.0,2.0,3.0,1.0,8.0,1.0,2.0,685.0,Partial,233230
,55.0,5687.0,2Family,6.0,2000.0,1716.0,2.0,6.0,1.0,9.0,0.0,0.0,0.0,Normal,135900
50.0,60.0,11409.0,1Family,4.0,2008.0,1716.0,1.0,3.0,1.0,8.0,1.0,1.0,281.0,,131000
60.0,,16659.0,1Family,7.0,1994.0,,2.0,3.0,1.0,9.0,1.0,2.0,539.0,Normal,235000
20.0,80.0,9600.0,1Family,5.0,1953.0,1644.0,1.0,3.0,1.0,7.0,2.0,2.0,418.0,Normal,167000
80.0,37.0,7937.0,1Family,6.0,1984.0,1003.0,1.0,3.0,1.0,6.0,0.0,2.0,588.0,Normal,142500
50.0,75.0,13710.0,1Family,5.0,1950.0,1558.0,1.0,4.0,1.0,6.0,0.0,1.0,282.0,Normal,152000
60.0,66.0,7399.0,1Family,5.0,1998.0,1950.0,2.0,3.0,,7.0,1.0,2.0,576.0,Normal,239000
60.0,90.0,11700.0,1Family,6.0,1968.0,1743.0,1.0,3.0,1.0,7.0,,2.0,539.0,Normal,175000
20.0,80.0,14000.0,1Family,8.0,2004.0,1152.0,1.0,3.0,1.0,6.0,1.0,1.0,300.0,Partial,158500
,90.0,15750.0,2Family,5.0,1953.0,1336.0,,2.0,1.0,,2.0,1.0,375.0,Normal,157000
60.0,66.0,16226.0,,5.0,,2452.0,2.0,4.0,1.0,9.0,,2.0,683.0,Normal,267000
20.0,,13704.0,1Family,5.0,,1541.0,2.0,3.0,,6.0,1.0,3.0,843.0,Normal,205000
20.0,70.0,9800.0,1Family,7.0,1972.0,894.0,1.0,3.0,1.0,5.0,0.0,2.0,552.0,Abnormal,149900
75.0,87.0,18386.0,1Family,9.0,2002.0,3493.0,3.0,3.0,1.0,10.0,1.0,3.0,870.0,Normal,295000
20.0,80.0,10386.0,,5.0,2005.0,2000.0,2.0,3.0,1.0,8.0,,3.0,888.0,Normal,305900
60.0,116.0,13474.0,1Family,5.0,1991.0,2243.0,2.0,4.0,1.0,8.0,1.0,3.0,746.0,Normal,225000
50.0,,7920.0,1Family,7.0,1950.0,1406.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,Normal,89500
30.0,,12342.0,1Family,5.0,1950.0,861.0,1.0,1.0,1.0,4.0,0.0,2.0,539.0,,82500
20.0,90.0,12378.0,1Family,5.0,2004.0,1944.0,2.0,3.0,1.0,8.0,3.0,3.0,708.0,Normal,360000
60.0,,7685.0,1Family,5.0,1994.0,1501.0,2.0,3.0,1.0,6.0,1.0,2.0,420.0,Normal,165600
20.0,50.0,8000.0,1Family,6.0,2002.0,972.0,1.0,2.0,1.0,5.0,1.0,1.0,240.0,Normal,132000
190.0,65.0,7800.0,2Family,7.0,1950.0,1118.0,1.0,3.0,1.0,5.0,1.0,2.0,410.0,Normal,119900
20.0,150.0,215245.0,1Family,5.0,1965.0,2036.0,2.0,3.0,1.0,8.0,2.0,2.0,513.0,Normal,375000
70.0,60.0,9600.0,1Family,7.0,1990.0,1641.0,1.0,3.0,1.0,6.0,1.0,,546.0,Normal,178000
60.0,71.0,7795.0,1Family,5.0,2005.0,1432.0,2.0,3.0,1.0,6.0,1.0,2.0,432.0,Normal,188500
60.0,94.0,13005.0,1Family,7.0,1980.0,2353.0,2.0,4.0,1.0,10.0,1.0,,484.0,Normal,260000
,,9000.0,1Family,5.0,2006.0,1959.0,2.0,3.0,1.0,8.0,1.0,3.0,1025.0,Normal,270000
60.0,90.0,9900.0,1Family,5.0,1993.0,2646.0,,4.0,1.0,9.0,1.0,3.0,656.0,Normal,260000
80.0,,,1Family,5.0,1980.0,1472.0,2.0,3.0,1.0,6.0,2.0,2.0,588.0,Normal,187500
60.0,111.0,16259.0,1Family,5.0,2006.0,2596.0,3.0,4.0,1.0,9.0,0.0,3.0,840.0,Partial,342643
60.0,99.0,12099.0,1Family,5.0,2004.0,2468.0,2.0,4.0,1.0,10.0,1.0,,872.0,Normal,354000
60.0,86.0,10380.0,1Family,5.0,1987.0,2730.0,2.0,,1.0,8.0,1.0,2.0,576.0,Normal,301000
,49.0,5820.0,1Family,8.0,2005.0,1163.0,1.0,3.0,1.0,6.0,0.0,1.0,220.0,Normal,126175
80.0,96.0,11275.0,1Family,7.0,2007.0,2978.0,2.0,5.0,1.0,11.0,1.0,2.0,564.0,Normal,242000
45.0,50.0,5000.0,1Family,6.0,1950.0,,1.0,2.0,1.0,5.0,0.0,2.0,360.0,Normal,87000
120.0,32.0,10846.0,Townhouse,5.0,1993.0,1719.0,1.0,1.0,1.0,6.0,2.0,2.0,,Normal,324000
20.0,80.0,11600.0,1Family,5.0,1960.0,1383.0,1.0,3.0,1.0,7.0,0.0,1.0,292.0,Normal,145250
75.0,,11888.0,1Family,6.0,1994.0,2134.0,2.0,5.0,1.0,10.0,0.0,2.0,441.0,Normal,214500
70.0,60.0,6402.0,1Family,5.0,1950.0,1192.0,1.0,3.0,1.0,6.0,0.0,1.0,189.0,Normal,78000
90.0,,10624.0,Duplex,4.0,1964.0,1728.0,2.0,,2.0,10.0,0.0,1.0,352.0,Normal,119000
20.0,70.0,8176.0,1Family,6.0,1992.0,1056.0,1.0,3.0,1.0,6.0,0.0,1.0,308.0,Normal,139000
20.0,85.0,10655.0,1Family,5.0,2004.0,1629.0,2.0,3.0,1.0,7.0,1.0,3.0,880.0,Normal,284000
120.0,59.0,8198.0,Townhouse,5.0,2004.0,1358.0,2.0,2.0,,,1.0,2.0,484.0,Normal,207000
60.0,,9042.0,1Family,5.0,1998.0,1638.0,2.0,,1.0,7.0,2.0,2.0,472.0,Normal,192000
190.0,,164660.0,2Family,6.0,1965.0,1786.0,2.0,3.0,1.0,7.0,2.0,2.0,529.0,Normal,228950
20.0,86.0,14157.0,1Family,5.0,2006.0,1922.0,2.0,3.0,1.0,8.0,1.0,3.0,676.0,Normal,377426
20.0,70.0,9135.0,1Family,5.0,2003.0,1536.0,2.0,3.0,1.0,7.0,0.0,2.0,532.0,Normal,214000
20.0,91.0,,1Family,7.0,1998.0,1621.0,2.0,3.0,1.0,8.0,0.0,2.0,440.0,Normal,202500
20.0,66.0,12400.0,1Family,7.0,1998.0,1215.0,1.0,3.0,1.0,6.0,0.0,1.0,297.0,Normal,155000
60.0,85.0,14191.0,1Family,5.0,2002.0,1908.0,,4.0,1.0,9.0,,2.0,431.0,Normal,202900
20.0,60.0,8400.0,,4.0,1950.0,841.0,1.0,2.0,1.0,4.0,0.0,1.0,,Normal,82000
90.0,,8544.0,Duplex,4.0,1950.0,1040.0,2.0,2.0,,6.0,0.0,2.0,400.0,Normal,87500
120.0,63.0,8849.0,Townhouse,5.0,2005.0,,2.0,2.0,1.0,,1.0,,564.0,Normal,266000
160.0,36.0,2592.0,Townhouse,3.0,1976.0,1112.0,1.0,3.0,1.0,4.0,0.0,1.0,336.0,Normal,85000
50.0,65.0,6435.0,,5.0,1950.0,1577.0,1.0,3.0,,6.0,1.0,1.0,312.0,Normal,140200
20.0,,12772.0,1Family,8.0,1998.0,958.0,1.0,2.0,1.0,5.0,0.0,1.0,301.0,Normal,151500
20.0,,17600.0,1Family,,1960.0,1478.0,2.0,3.0,1.0,6.0,2.0,2.0,498.0,Normal,157500
160.0,36.0,2448.0,Townhouse,5.0,2004.0,1626.0,2.0,,1.0,6.0,0.0,2.0,,Normal,154000
60.0,56.0,20431.0,1Family,5.0,2006.0,2728.0,2.0,4.0,1.0,10.0,2.0,3.0,706.0,Partial,437154
120.0,68.0,7820.0,Townhouse,5.0,2007.0,1869.0,2.0,2.0,1.0,6.0,,2.0,617.0,Partial,318061
120.0,,5271.0,1Family,5.0,1986.0,1453.0,1.0,2.0,1.0,6.0,1.0,2.0,445.0,Abnormal,190000
50.0,60.0,9084.0,1Family,6.0,1950.0,1111.0,1.0,,,5.0,0.0,1.0,200.0,Normal,95000
30.0,60.0,8520.0,1Family,8.0,2003.0,720.0,1.0,2.0,1.0,5.0,0.0,2.0,484.0,Normal,105900
50.0,60.0,8400.0,1Family,5.0,2000.0,1595.0,1.0,,1.0,6.0,2.0,1.0,240.0,Normal,140000
20.0,105.0,11249.0,1Family,5.0,1995.0,1200.0,2.0,3.0,1.0,6.0,0.0,2.0,521.0,Normal,177500
20.0,,9248.0,1Family,6.0,1992.0,1167.0,2.0,3.0,1.0,6.0,0.0,2.0,400.0,Normal,173000
120.0,44.0,4224.0,Townhouse,5.0,1976.0,1142.0,1.0,3.0,1.0,6.0,1.0,2.0,528.0,Normal,134000
80.0,92.0,6930.0,1Family,4.0,1958.0,1352.0,1.0,3.0,1.0,6.0,0.0,1.0,288.0,Abnormal,130000
60.0,78.0,12011.0,1Family,5.0,1998.0,1924.0,2.0,3.0,1.0,,1.0,2.0,592.0,Normal,280000
85.0,,7540.0,1Family,6.0,1978.0,912.0,1.0,2.0,,5.0,1.0,2.0,470.0,,156000
50.0,,9144.0,1Family,5.0,1982.0,1505.0,1.0,3.0,,8.0,0.0,1.0,240.0,Normal,145000
85.0,64.0,7301.0,1Family,5.0,2003.0,1922.0,3.0,4.0,1.0,7.0,1.0,2.0,672.0,Normal,198500
160.0,21.0,1680.0,Townhouse,8.0,2007.0,987.0,1.0,2.0,1.0,5.0,0.0,1.0,264.0,Normal,118000
60.0,,18800.0,1Family,5.0,1976.0,1574.0,2.0,3.0,1.0,6.0,1.0,2.0,566.0,Normal,190000
70.0,59.0,10690.0,1Family,7.0,1997.0,1344.0,1.0,3.0,1.0,6.0,0.0,1.0,468.0,Normal,147000
20.0,,,1Family,5.0,1963.0,1394.0,1.0,3.0,1.0,6.0,2.0,2.0,514.0,Normal,159000
80.0,,9150.0,1Family,5.0,1962.0,1431.0,1.0,3.0,1.0,6.0,1.0,1.0,296.0,Normal,165000
20.0,78.0,,1Family,6.0,1954.0,1268.0,1.0,2.0,1.0,7.0,1.0,1.0,244.0,Normal,132000
20.0,,9830.0,1Family,7.0,,1287.0,1.0,,1.0,7.0,1.0,,576.0,Normal,162000
60.0,,8121.0,,5.0,2000.0,1664.0,2.0,3.0,1.0,7.0,1.0,,460.0,,172400
50.0,80.0,17120.0,1Family,4.0,1959.0,1588.0,2.0,4.0,1.0,,1.0,2.0,680.0,Normal,134432
120.0,50.0,7175.0,Townhouse,5.0,1984.0,752.0,1.0,2.0,1.0,4.0,0.0,1.0,264.0,Normal,125000
20.0,79.0,10634.0,1Family,6.0,1953.0,1319.0,1.0,,1.0,5.0,,1.0,270.0,Normal,123000
60.0,65.0,,1Family,,2004.0,1928.0,2.0,4.0,1.0,8.0,,2.0,434.0,Normal,219500
30.0,,10020.0,1Family,1.0,1950.0,904.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,Normal,61000
85.0,57.0,8846.0,1Family,5.0,1996.0,914.0,1.0,2.0,1.0,5.0,,2.0,576.0,Normal,148000
60.0,,11143.0,1Family,5.0,2005.0,2466.0,3.0,4.0,1.0,8.0,1.0,2.0,610.0,Normal,340000
20.0,88.0,11394.0,1Family,2.0,2010.0,1856.0,1.0,1.0,1.0,8.0,1.0,3.0,834.0,Partial,394432
60.0,60.0,8123.0,1Family,5.0,2000.0,1800.0,2.0,3.0,1.0,,1.0,2.0,463.0,Normal,179000
50.0,50.0,5000.0,1Family,6.0,,1691.0,2.0,3.0,1.0,6.0,,1.0,308.0,Normal,127000
20.0,60.0,7200.0,1Family,5.0,2006.0,,2.0,2.0,1.0,5.0,1.0,2.0,572.0,Partial,187750
60.0,79.0,9245.0,1Family,5.0,2006.0,1797.0,2.0,3.0,1.0,,0.0,2.0,639.0,Normal,213500
,60.0,9000.0,1Family,3.0,1950.0,784.0,1.0,2.0,1.0,5.0,0.0,2.0,360.0,Normal,76000
60.0,,53107.0,1Family,5.0,1992.0,1953.0,2.0,3.0,1.0,9.0,2.0,2.0,501.0,Normal,240000
120.0,43.0,3182.0,Townhouse,5.0,2005.0,1269.0,2.0,2.0,1.0,6.0,1.0,2.0,430.0,Normal,192000
50.0,58.0,8410.0,1Family,3.0,1996.0,1184.0,1.0,5.0,1.0,8.0,0.0,0.0,0.0,Abnormal,81000
80.0,72.0,7200.0,1Family,6.0,1976.0,1125.0,1.0,3.0,1.0,6.0,1.0,1.0,352.0,Abnormal,125000
20.0,93.0,9382.0,1Family,5.0,2000.0,1479.0,2.0,3.0,1.0,6.0,0.0,2.0,577.0,Normal,191000
60.0,96.0,,,,2008.0,2332.0,2.0,3.0,1.0,9.0,1.0,3.0,846.0,,426000
50.0,,8405.0,1Family,8.0,1950.0,1367.0,1.0,4.0,1.0,7.0,,1.0,384.0,Normal,119000
,71.0,12209.0,1Family,5.0,2002.0,,2.0,3.0,1.0,7.0,,2.0,560.0,Normal,215000
20.0,,8339.0,1Family,7.0,1959.0,882.0,1.0,3.0,1.0,5.0,0.0,1.0,294.0,Normal,106500
30.0,,7446.0,1Family,5.0,1950.0,788.0,,2.0,1.0,4.0,2.0,0.0,0.0,Abnormal,100000
50.0,60.0,10134.0,1Family,6.0,1950.0,1034.0,1.0,2.0,1.0,5.0,0.0,1.0,240.0,Normal,109000
20.0,,9571.0,1Family,,1956.0,1144.0,1.0,3.0,1.0,6.0,0.0,1.0,596.0,Normal,129000
20.0,60.0,7200.0,1Family,5.0,,894.0,1.0,2.0,1.0,6.0,0.0,2.0,600.0,Normal,123000
60.0,69.0,7590.0,1Family,5.0,1962.0,1812.0,2.0,4.0,1.0,8.0,1.0,1.0,264.0,Normal,169500
30.0,60.0,8967.0,1Family,2.0,1950.0,,1.0,2.0,1.0,6.0,0.0,1.0,338.0,Abnormal,67000
60.0,65.0,8125.0,1Family,5.0,2007.0,1550.0,2.0,2.0,,7.0,0.0,2.0,438.0,Normal,241000
120.0,38.0,14963.0,Townhouse,5.0,1996.0,1288.0,1.0,1.0,1.0,4.0,2.0,2.0,500.0,Normal,245500
20.0,65.0,8767.0,1Family,5.0,,1310.0,2.0,,1.0,6.0,1.0,2.0,400.0,Partial,164990
30.0,60.0,10200.0,1Family,8.0,1997.0,,1.0,2.0,1.0,4.0,0.0,1.0,240.0,Normal,108000
60.0,93.0,12090.0,1Family,,1998.0,2263.0,2.0,4.0,,10.0,1.0,2.0,420.0,Abnormal,258000
60.0,,10364.0,1Family,5.0,1996.0,,2.0,3.0,1.0,7.0,1.0,2.0,373.0,Normal,168000
20.0,,9991.0,1Family,4.0,1993.0,1620.0,2.0,3.0,1.0,8.0,1.0,2.0,490.0,Normal,150000
50.0,51.0,10480.0,1Family,5.0,1950.0,1639.0,1.0,3.0,1.0,6.0,0.0,1.0,240.0,Normal,115000
70.0,,15576.0,1Family,7.0,1976.0,1680.0,2.0,4.0,1.0,8.0,0.0,1.0,308.0,Normal,177000
60.0,,14154.0,1Family,5.0,2006.0,2172.0,2.0,3.0,1.0,9.0,1.0,3.0,947.0,Partial,280000
60.0,85.0,10800.0,1Family,5.0,2008.0,2078.0,2.0,3.0,1.0,8.0,1.0,3.0,836.0,Partial,339750
20.0,68.0,9571.0,1Family,3.0,1958.0,1276.0,1.0,3.0,1.0,5.0,0.0,1.0,350.0,Abnormal,60000
190.0,100.0,34650.0,2Family,,1955.0,1056.0,1.0,3.0,1.0,5.0,0.0,,572.0,Normal,145000
20.0,,4403.0,1Family,5.0,2009.0,1478.0,2.0,2.0,1.0,7.0,1.0,2.0,484.0,Partial,222000
30.0,56.0,8960.0,1Family,6.0,1950.0,1028.0,1.0,2.0,1.0,5.0,1.0,2.0,360.0,Normal,115000
60.0,59.0,11228.0,1Family,5.0,1993.0,2097.0,2.0,3.0,1.0,9.0,1.0,3.0,678.0,Normal,228000
20.0,73.0,8899.0,1Family,5.0,2007.0,1340.0,2.0,3.0,1.0,6.0,0.0,2.0,396.0,,181134
60.0,74.0,7844.0,1Family,7.0,1978.0,1400.0,1.0,3.0,1.0,6.0,1.0,,440.0,Normal,149500
,,22420.0,1Family,6.0,1950.0,2624.0,2.0,4.0,1.0,10.0,,3.0,864.0,Normal,239000
50.0,60.0,8160.0,1Family,6.0,1950.0,1134.0,1.0,3.0,1.0,7.0,0.0,1.0,240.0,Abnormal,126000
20.0,65.0,8450.0,1Family,6.0,1968.0,1056.0,1.0,3.0,1.0,6.0,1.0,1.0,304.0,Normal,142000
90.0,78.0,,Duplex,5.0,1998.0,1344.0,2.0,,2.0,8.0,0.0,4.0,784.0,Normal,206300
20.0,,16635.0,1Family,7.0,2000.0,1602.0,2.0,3.0,1.0,8.0,1.0,2.0,529.0,,215000
20.0,100.0,21750.0,1Family,5.0,1954.0,988.0,1.0,2.0,1.0,4.0,0.0,2.0,520.0,Normal,113000
60.0,80.0,9200.0,1Family,5.0,1998.0,2630.0,2.0,4.0,1.0,8.0,1.0,3.0,696.0,Normal,315000
20.0,72.0,9000.0,,,1956.0,1196.0,1.0,2.0,1.0,6.0,1.0,1.0,297.0,Normal,139000
60.0,60.0,3378.0,1Family,8.0,1992.0,1389.0,1.0,3.0,1.0,6.0,2.0,1.0,,Normal,135000
80.0,,12800.0,1Family,5.0,1989.0,1644.0,2.0,2.0,1.0,5.0,1.0,,569.0,Normal,275000
20.0,77.0,8593.0,1Family,6.0,,907.0,1.0,3.0,1.0,5.0,0.0,1.0,352.0,Normal,109008
20.0,64.0,,1Family,5.0,2007.0,1208.0,2.0,2.0,1.0,6.0,0.0,2.0,628.0,Partial,195400
20.0,130.0,11457.0,1Family,5.0,1988.0,1412.0,2.0,3.0,1.0,6.0,1.0,2.0,576.0,Normal,175000
160.0,21.0,1680.0,Townhouse,5.0,1971.0,987.0,1.0,2.0,1.0,4.0,0.0,1.0,264.0,Abnormal,85400
50.0,60.0,5586.0,1Family,7.0,1998.0,1198.0,1.0,4.0,1.0,7.0,0.0,0.0,0.0,Abnormal,79900
160.0,24.0,1920.0,Townhouse,5.0,1971.0,1365.0,1.0,2.0,1.0,6.0,0.0,2.0,440.0,Normal,122500
60.0,100.0,10839.0,1Family,5.0,1998.0,1604.0,2.0,3.0,1.0,7.0,1.0,2.0,,Normal,181000
180.0,21.0,1890.0,Townhouse,7.0,1972.0,630.0,,1.0,1.0,3.0,0.0,0.0,0.0,Normal,81000
60.0,43.0,10667.0,1Family,6.0,1996.0,1661.0,2.0,3.0,1.0,6.0,1.0,2.0,550.0,Normal,212000
,40.0,4400.0,1Family,8.0,1950.0,1118.0,1.0,2.0,1.0,6.0,0.0,2.0,440.0,Normal,116000
